index,CAMIS,DBA,PHONE,loc,INSPECTION DATE,GRADE,new_grade,yelp_rating,yelp_categories,yelp_review_count,goog_lat,goog_lng
15858,41566597,MARINA RESTAURANT,7182976211,"14403 JAMAICA AVENUE, QUEENS, 11435",2016-09-14,A,A,4.0,[u'salvadoran'],4.0,40.70240829999999,-73.8113375
15859,41566594,"ULTIMATE FITNESS, QUEENS",7187264565,"2650 BROOKLYN QUEENS EXPRESSWAY WEST, QUEENS, 11377",2017-03-23,A,A,3.0,"[u'gyms', u'weightlosscenters']",37.0,40.761485799999996,-73.902429
15860,41566509,MEXI JOE'S GRILL,7184467600,"0 LAGUARDIA AIRPORT, QUEENS, 11369",2016-02-25,A,A,,,,40.768806899999994,-73.8672612
15861,41566492,AU BON PAIN,2127467642,"525 EAST   68 STREET, MANHATTAN, 10065",2016-05-31,A,A,2.5,[u'cafes'],10.0,40.7646678,-73.9540224
15862,41566423,GOLDEN DRAGON RESTAURANT,7187167206,"123 EAST TREMONT AVENUE, BRONX, 10453",2017-02-02,A,A,5.0,[u'restaurants'],1.0,40.850494700000006,-73.9069489
15863,41566404,LUNCH BOX,7184482929,"1612 FOREST AVENUE, STATEN ISLAND, 10302",2017-01-04,A,A,,,,40.6247291,-74.14227199999998
15864,41566403,AGORA TAVERNA,7187937300,"7009 AUSTIN STREET, QUEENS, 11375",2016-04-25,A,A,3.5,"[u'greek', u'seafood']",451.0,40.721022999999995,-73.8466183
15865,41566402,BRUSHSTROKE (30 HUDSON ST),2127913771,"162 DUANE STREET, MANHATTAN, 10013",2016-09-07,A,A,4.0,"[u'japanese', u'raw_food', u'sushi']",308.0,40.716896399999996,-74.00905449999998
15866,41566334,THE ANCHORED INN,7185763297,"57 WATERBURY STREET, BROOKLYN, 11206",2017-03-13,A,A,4.0,"[u'bars', u'tradamerican', u'musicvenues']",120.0,40.70913729999999,-73.9372767
15867,41566307,FAMOUS FAMIGLIA PIZZERIA,2125644144,"488 8 AVENUE, MANHATTAN, 10001",2017-02-08,A,A,3.0,"[u'italian', u'pizza']",56.0,40.7524427,-73.9930147
15868,41566275,CAFE GHIA,7188218806,"24 IRVING AVENUE, BROOKLYN, 11237",2016-05-24,A,A,4.0,"[u'breakfast_brunch', u'cafes']",376.0,40.705063200000005,-73.92532059999998
15869,41566261,BAR CENTRALE,2125813130,"322 WEST   46 STREET, MANHATTAN, 10036",2017-02-14,A,A,3.5,[u'bars'],120.0,40.759994,-73.989025
15870,41566073,"DUNKIN' DONUTS, BASKIN ROBBINS",2124812355,"51 EAST   34 STREET, MANHATTAN, 10016",2016-05-03,A,A,3.0,"[u'donuts', u'coffee']",13.0,40.747430200000004,-73.98217489999998
15871,41566071,DUNKIN' DONUTS,2128674446,"6 EAST   46 STREET, MANHATTAN, 10017",2016-07-29,A,A,3.0,"[u'coffee', u'donuts']",44.0,40.7557277,-73.97827509999998
15872,41566063,BIERHAUS,2128672337,"712 3 AVENUE, MANHATTAN, 10017",2016-05-10,A,A,3.5,"[u'german', u'bars']",468.0,40.7525325,-73.97338740000001
15873,41565921,HALYARDS,7185328787,"406 3 AVENUE, BROOKLYN, 11215",2017-02-21,,B,4.0,"[u'pubs', u'cocktailbars']",80.0,40.673315,-73.989847
15874,41565705,THE RUM HOUSE,6464906924,"228 WEST   47 STREET, MANHATTAN, 10036",2016-09-21,A,A,4.0,"[u'lounges', u'cocktailbars', u'pianobars']",375.0,40.759682500000004,-73.98635039999998
15875,41565686,THE LUTHERAN HALAL CAFE,7185678244,"5121 2 AVENUE, BROOKLYN, 11232",2016-08-24,A,A,4.5,[u'halal'],6.0,40.6479279,-74.0178583
15876,41565678,CHECKERS,7185857777,"260 EAST  161 STREET, BRONX, 10451",2016-12-01,A,A,2.5,[u'burgers'],6.0,40.8254821,-73.9189897
15877,41565598,EL PARAISO LOUNGE,9175007865,"236 PORT RICHMOND AVENUE, STATEN ISLAND, 10302",2016-01-07,,,,,,40.635531,-74.13543790000001
15878,41565587,HAAGEN-DAZS,2127877165,"263 AMSTERDAM AVENUE, MANHATTAN, 10023",2016-03-17,A,A,,,,40.778724,-73.9812493
15879,41565555,A.G KITCHEN,2128739400,"269 COLUMBUS AVENUE, MANHATTAN, 10023",2016-03-16,A,A,3.5,"[u'latin', u'newamerican', u'cuban']",421.0,40.7778724,-73.97816920000001
15880,41565544,TANDOOR & CO,7189976800,"9524 QUEENS BOULEVARD, QUEENS, 11374",2016-09-07,A,A,3.5,[u'indpak'],177.0,40.7305584,-73.86415290000001
15881,41565488,NIRVANA,2129830000,"346 LEXINGTON AVENUE, MANHATTAN, 10016",2017-02-13,A,A,3.5,"[u'indpak', u'soup', u'seafood']",386.0,40.7499179,-73.9771609
15882,41565416,SWEET BASIL,7183993388,"709 FRANKLIN AVENUE, BROOKLYN, 11238",2016-05-31,A,A,3.0,[u'thai'],180.0,40.674394,-73.9562906
15883,41565346,BLIMPIE,7182314230,"85 EAST GUNHILL ROAD, BRONX, 10467",2017-04-03,A,A,4.5,[u'sandwiches'],3.0,40.8818092,-73.8794643
15884,41565279,THE HELEN HAYES THEATRE,2123023297,"240 WEST   44 STREET, MANHATTAN, 10036",2016-05-20,A,A,3.5,[u'theater'],52.0,40.757855,-73.987831
15885,41565257,PHYSICAL GRAFFITI,2124777334,"96 ST MARKS PLACE, MANHATTAN, 10009",2016-08-17,A,A,4.0,"[u'coffee', u'tea', u'cafes']",103.0,40.727188,-73.984927
15886,41564963,RADIO CITY MUSIC HALL,2124857485,"1260 AVENUE OF THE AMERICAS, MANHATTAN, 10020",2016-06-15,A,A,4.5,"[u'musicvenues', u'theater']",456.0,40.760011799999994,-73.9799463
15887,41564956,RADIO CITY MUSIC HALL,2124857000,"1260 AVENUE OF THE AMERICAS, MANHATTAN, 10020",2016-06-15,A,A,4.5,"[u'musicvenues', u'theater']",456.0,40.760011799999994,-73.9799463
15888,41564948,RADIO CITY MUSIC HALL,2124857485,"1260 AVENUE OF THE AMERICAS, MANHATTAN, 10020",2016-06-15,A,A,4.5,"[u'musicvenues', u'theater']",456.0,40.760011799999994,-73.9799463
15889,41564945,RADIO CITY MUSIC HALL,2124857485,"1260 AVENUE OF THE AMERICAS, MANHATTAN, 10020",2016-06-15,A,A,4.5,"[u'musicvenues', u'theater']",456.0,40.760011799999994,-73.9799463
15890,41564934,RADIO CITY MUSIC HALL,2124857485,"1260 AVENUE OF THE AMERICAS, MANHATTAN, 10020",2016-06-15,A,A,4.5,"[u'musicvenues', u'theater']",456.0,40.760011799999994,-73.9799463
15891,41564928,RADIO CITY MUSIC HALL,2124857485,"1260 AVENUE OF THE AMERICAS, MANHATTAN, 10020",2016-06-15,A,A,4.5,"[u'musicvenues', u'theater']",456.0,40.760011799999994,-73.9799463
15892,41564907,EVE'S LOUNGE,3474425959,"769 WASHINGTON AVENUE, BROOKLYN, 11238",2016-03-31,A,A,4.0,"[u'lounges', u'hookah_bars']",90.0,40.673797,-73.96299590000001
15893,41564898,MCDONALD'S,2122213863,"688 8 AVENUE, MANHATTAN, 10036",2017-01-05,A,A,2.5,"[u'hotdogs', u'burgers']",20.0,40.7581987,-73.989088
15894,41564881,PUCCINI RESTAURANT,7186318788,"2014 FRANCIS LEWIS BOULEVARD, QUEENS, 11357",2017-03-17,A,A,3.5,[u'italian'],52.0,40.779919,-73.80275859999998
15895,41564856,MASHALLAH SWEETS AND RESTAURANT,7182870093,"663 CONEY ISLAND AVENUE, BROOKLYN, 11218",2017-02-07,,,4.0,"[u'pakistani', u'indpak']",70.0,40.641248299999994,-73.96902349999998
15896,41564788,PEPPERJACK GRILL,7188166366,"310316 MANOR ROAD, STATEN ISLAND, 10314",2016-10-26,A,A,,,,40.6035068,-74.1207127
15897,41564778,MELA'S CAFE,7189012181,"1735 WASHINGTON AVENUE, BRONX, 10457",2016-11-15,A,A,3.5,[u'cafes'],7.0,40.843080799999996,-73.90027789999998
15898,41564700,SARABETH'S,2129660421,"339 GREENWICH STREET, MANHATTAN, 10013",2016-08-26,A,A,3.5,"[u'breakfast_brunch', u'tradamerican']",515.0,40.7183216,-74.01025340000001
15899,41564598,QUETZAL RESTAURANT & BAKERY,7186214000,"6420 17 AVENUE, BROOKLYN, 11204",2017-02-13,B,A,,,,40.620800200000005,-73.9924705
15900,41564588,FRIENDLY RESTAURANT,7187843891,"1205 40 AVENUE, QUEENS, 11101",2016-01-07,A,A,3.5,[u'chinese'],43.0,40.755930600000006,-73.94255190000001
15901,41564527,THE ORIGINAL CULPEPPERS RESTAURANT,7189404122,"1082 NOSTRAND AVENUE, BROOKLYN, 11225",2017-03-01,,C,3.5,[u'caribbean'],45.0,40.661419,-73.951061
15902,41564417,VIVA TORO,7183842138,"188 BERRY STREET, BROOKLYN, 11249",2016-05-28,A,A,3.0,"[u'bars', u'mexican', u'latin']",326.0,40.716597,-73.96118879999999
15903,41564382,BAREBURGER,2126792273,"514 3 AVENUE, MANHATTAN, 10016",2016-07-29,A,A,3.5,"[u'burgers', u'salad', u'tradamerican']",639.0,40.7460641,-73.97787160000001
15904,41564170,LIDO,6464908575,"2168 FREDERICK DOUGLAS BOULEVARD, MANHATTAN, 10026",2016-08-23,B,B,4.0,"[u'italian', u'breakfast_brunch', u'cocktailbars']",649.0,40.8048926,-73.9546798
15905,41564165,DICK AND JANE'S,3472278021,"266 ADELPHI STREET, BROOKLYN, 11205",2016-03-23,A,A,4.0,[u'bars'],81.0,40.6898314,-73.9713541
15906,41564000,SOFIA'S LITTLE ITALY,2122199799,"143 MULBERRY STREET, MANHATTAN, 10013",2017-02-08,A,A,3.0,[u'italian'],234.0,40.71882129999999,-73.99755640000001
15907,41563853,DUTCH POT JAMAICAN RESTAURANT,3474250987,"954 UTICA AVENUE, BROOKLYN, 11203",2016-04-06,A,A,,,,40.649615000000004,-73.93051299999998
15908,41563809,WING WAH,2124278068,"2308 1 AVENUE, MANHATTAN, 10035",2016-10-19,A,A,3.5,[u'chinese'],12.0,40.7975956,-73.93424549999999
15909,41563768,TOP COM TAM NINH KIEU VIETNAMESE RESTAURANT,7183652680,"2641 JEROME AVENUE, BRONX, 10468",2016-06-07,A,A,4.0,[u'vietnamese'],197.0,40.8669184,-73.89785420000003
15910,41563757,PIEKIELKO GRILL BAR,7183666656,"6236 FOREST AVENUE, QUEENS, 11385",2016-09-16,A,A,,,,40.7124313,-73.9058623
15911,41563713,SUBWAY,2123666919,"221 7 AVENUE, MANHATTAN, 10011",2016-08-08,A,A,2.5,"[u'sandwiches', u'hotdogs']",10.0,40.74379589999999,-73.99570159999998
15912,41563707,PIZZERIA GIOVE,3472860635,"278 NEW DORP LANE, STATEN ISLAND, 10306",2016-06-14,A,A,4.0,[u'italian'],209.0,40.572039600000004,-74.11313899999998
15913,41563704,FDR 99Â¢ SLICE PIZZA,2122535950,"150 EAST 2ND  STREET, MANHATTAN, 10009",2016-03-21,A,A,,,,40.7229984,-73.98543579999998
15914,41563696,JUICES FOR LIFE,3472819844,"1026 CASTLE HILL AVENUE, BRONX, 10472",2017-03-24,A,A,4.5,[u'juicebars'],59.0,40.828188700000005,-73.8501679
15915,41563691,ECUADORIAN RESTAURANT II,3475071286,"3406 36 AVENUE, QUEENS, 11106",2016-03-10,A,A,,,,40.755181,-73.927222
15916,41563682,H.K WONTON GARDEN,2123491495,"79 MULBERRY STREET, MANHATTAN, 10013",2016-12-27,A,A,3.5,"[u'cantonese', u'noodles']",662.0,40.716420899999996,-73.99916069999998
15917,41563655,LA ESPIGA MEXICAN RESTAURANT,7184019438,"558 SOUTHERN BOULEVARD, BRONX, 10455",2016-08-18,A,A,,,,40.812138299999994,-73.90307390000002
15918,41563594,SCAGLIONE BROTHERS BAKERY,7188921736,"1078 MORRIS PARK AVENUE, BRONX, 10461",2016-09-21,A,A,4.5,[u'bakeries'],7.0,40.8490593,-73.853447
15919,41563570,"BECEC, INC/ BAMBI DAY CARE CENTER",7186457010,"1981 HOMECREST AVENUE, BROOKLYN, 11229",2015-08-18,,A,,,,40.601198499999995,-73.95969170000001
15920,41563549,GEORGE'S SIDESTREET DELI & GRILL,7183588090,"15059 34 AVENUE, QUEENS, 11354",2016-09-28,A,A,,,,40.767321200000005,-73.8132306
15921,41563537,BENITO ONE,2122269171,"174 MULBERRY STREET, MANHATTAN, 10013",2016-11-14,A,A,4.0,[u'italian'],408.0,40.7199065,-73.9967865
15922,41563445,GMT TAVERN,6468633776,"142 BLEECKER STREET, MANHATTAN, 10012",2016-05-17,A,A,3.5,"[u'bars', u'british', u'tradamerican']",163.0,40.7279984,-73.99922529999998
15923,41563427,BISTRO SK,7188851670,"273 CITY ISLAND AVENUE, BRONX, 10464",2017-03-25,,B,4.5,[u'french'],81.0,40.846198,-73.786363
15924,41563217,NELLY SPILLANE'S,2127929672,"18 EAST   33 STREET, MANHATTAN, 10016",2017-03-30,,C,4.0,"[u'irish', u'pubs']",109.0,40.747349299999996,-73.98406609999998
15925,41563203,STARBUCKS,7186875872,"379 DEKALB AVENUE, BROOKLYN, 11205",2016-10-17,A,A,,,,40.6901764,-73.96270600000001
15926,41563197,ROCKY'S I PIZZA & RESTAURANT,2122422345,"304 WEST   14 STREET, MANHATTAN, 10014",2016-05-20,A,A,3.0,[u'pizza'],87.0,40.739827399999996,-74.0032238
15927,41563113,APICIUS PIZZA,7182047722,"2072 STEINWAY STREET, QUEENS, 11105",2017-02-21,A,A,3.5,"[u'italian', u'pizza']",35.0,40.775181599999996,-73.9036653
15928,41563029,PATOUG RESTAURANT & CATERING,7182793500,"22006 HORACE HARDING EXPRESSWAY, QUEENS, 11364",2016-04-29,,,3.0,[u'persian'],21.0,40.7486218,-73.75759649999998
15929,41562854,EL TUCANAZO BAR,3479653206,"8317 ROOSEVELT AVENUE, QUEENS, 11372",2016-09-20,,,,,,40.748029200000005,-73.88252
15930,41562690,"DUNKIN' DONUTS, BASKIN ROBBINS",7184543501,"18711 JAMAICA AVENUE, QUEENS, 11423",2016-09-23,A,A,,,,40.710500700000004,-73.7721207
15931,41562680,DUNKIN' DONUTS,7187392284,"16525 LIBERTY AVENUE, QUEENS, 11433",2016-06-21,A,A,2.5,"[u'coffee', u'donuts']",12.0,40.7025239,-73.79154079999998
15932,41562672,"DUNKIN' DONUTS, BASKIN ROBBINS",7185263376,"16804 JAMAICA AVENUE, QUEENS, 11432",2017-01-23,A,A,3.5,[u'desserts'],3.0,40.706211700000004,-73.7921719
15933,41562604,KATHY'S GOURMET ITALIAN ICES & ICE CREAM,3472683435,"422 GREENWOOD AVENUE, BROOKLYN, 11218",2016-05-03,A,A,4.0,[u'icecream'],6.0,40.650791,-73.97710440000002
15934,41562538,SOUTHERN HOSPITALITY,2122651000,"645 9 AVENUE, MANHATTAN, 10036",2017-01-09,A,A,3.0,"[u'southern', u'bbq', u'sandwiches']",979.0,40.76062460000001,-73.99139819999998
15935,41562420,LA SABROSURA,7187915035,"3802 BROADWAY, QUEENS, 11103",2016-09-20,A,A,4.0,[u'bakeries'],53.0,40.7592784,-73.91965400000001
15936,41562415,THE COMFORT DINER,2128674555,"214 EAST   45 STREET, MANHATTAN, 10017",2016-08-22,A,A,3.5,[u'diners'],390.0,40.7522029,-73.9721672
15937,41562412,EL RANCHO BURRITOS,2125814206,"359 WEST   45 STREET, MANHATTAN, 10036",2016-09-02,A,A,,,,40.7635854,-73.99886240000001
15938,41562328,NATHAN'S FAMOUS,2127678347,"761 7 AVENUE, MANHATTAN, 10019",2016-03-17,,,,,,40.761055,-73.9827553
15939,41562311,ENZO'S PIZZA,7182960880,"8102 ROCKAWAY BOULEVARD, QUEENS, 11416",2016-12-20,A,A,3.5,"[u'italian', u'pastashops', u'pizza']",42.0,40.6844527,-73.8595385
15940,41562299,SAKE JAPANESE CUISINE,7188515299,"324-328 CHURCH AVENUE, BROOKLYN, 11218",2016-03-24,,,,,,40.6437818,-73.97670579999998
15941,41562276,THE ASTOR ROOM,7182551947,"3412 36 STREET, QUEENS, 11106",2017-02-21,A,A,3.5,"[u'tradamerican', u'bars']",402.0,40.757155299999994,-73.9243089
15942,41562252,OMONIA NEXT DOOR,7182746650,"3216 BROADWAY, QUEENS, 11106",2017-01-30,A,A,3.0,"[u'bakeries', u'cafes', u'cocktailbars']",526.0,40.7612033,-73.92415369999998
15943,41562244,RIZZOS PIZZA,2122890500,"1426 LEXINGTON AVENUE, MANHATTAN, 10028",2016-03-31,A,A,,,,40.777863,-73.95677940000002
15944,41562204,GUY & GALLARD,2124271106,"470 PARK AVENUE SOUTH, MANHATTAN, 10016",2017-03-30,Z,B,2.5,"[u'coffee', u'sandwiches', u'juicebars']",77.0,40.7457347,-73.9826937
15945,41562131,HAWA SMOOTHIES,6468861168,"181 EAST BROADWAY, MANHATTAN, 10002",2016-08-04,A,A,4.0,[u'juicebars'],49.0,40.713883,-73.9892
15946,41562128,DELI & COFFEE CORP. BREAKFAST & LUNCH,7182914681,"8949 165 STREET, QUEENS, 11432",2016-08-26,A,A,,,,40.7064805,-73.79538840000001
15947,41562030,HING YUAN KITCHEN,7188460935,"12311 JAMAICA AVENUE, QUEENS, 11418",2016-06-08,A,A,3.0,[u'chinese'],1.0,40.700945000000004,-73.82703699999998
15948,41561999,MEI WEI RESTAURANT,7182412189,"765 EAST   82 STREET, BROOKLYN, 11236",2017-03-03,A,A,4.0,[u'chinese'],4.0,40.636821999999995,-73.9119167
15949,41561944,HERBALIFE,3475810351,"517 51 STREET, BROOKLYN, 11220",2016-03-28,A,A,,,,40.6442689,-74.0104471
15950,41561924,TAIPAN SNACKS,7188863266,"3901 MAIN STREET, QUEENS, 11354",2017-04-04,,C,2.5,"[u'bakeries', u'coffee']",28.0,40.7601394,-73.8300509
15951,41561878,SUBWAY,7183171900,"895 HUGUENOT AVENUE, STATEN ISLAND, 10312",2016-05-04,A,A,1.5,"[u'sandwiches', u'hotdogs']",2.0,40.532772200000004,-74.19175709999998
15952,41561855,CIAO,6465590640,"178 MULBERRY STREET, MANHATTAN, 10012",2017-01-23,A,A,3.0,[u'italian'],116.0,40.7207125,-73.99675649999999
15953,41561808,FLAFEL ON BROADWAY,2122222300,"3151 BROADWAY, MANHATTAN, 10027",2017-01-12,A,A,,,,40.8143549,-73.95944940000001
15954,41561572,SUBWAY,7182712001,"6101 JUNCTION BOULEVARD, QUEENS, 11374",2016-09-22,A,A,3.5,"[u'sandwiches', u'hotdogs']",2.0,40.732719200000005,-73.86303559999999
15955,41561546,RUDY'S BAKERY,7188215890,"905 SENECA AVENUE, QUEENS, 11385",2017-03-29,A,A,4.0,"[u'bakeries', u'coffee', u'german']",159.0,40.7006963,-73.9037501
15956,41561516,OBAO,2122458880,"647 9 AVENUE, MANHATTAN, 10036",2017-02-22,,,4.0,"[u'vietnamese', u'thai', u'asianfusion']",1197.0,40.7606458,-73.99132809999998
15957,41561490,TRUMP SOHO MAIN KITCHEN CAFETERIA,2128424502,"246 SPRING STREET, MANHATTAN, 10013",2017-03-27,A,A,,,,40.725458700000004,-74.0054881
15958,41561372,POP PUB,2124777574,"41 EAST   11 STREET, MANHATTAN, 10003",2016-11-14,A,A,3.0,"[u'burgers', u'pubs']",177.0,40.733274400000006,-73.9928068
15959,41561233,HANOI,7187887755,"448 9 STREET, BROOKLYN, 11215",2016-04-11,A,A,,,,40.6667841,-73.98136190000001
15960,41561225,HOT CHIX,7184511122,"110 DEKALB AVENUE, BROOKLYN, 11201",2016-09-07,A,A,3.5,[u'chicken_wings'],55.0,40.6896283,-73.97830909999998
15961,41561153,KERRY'S BK,9293311702,"828 ROGERS AVENUE, BROOKLYN, 11226",2017-02-16,A,A,,,,40.650335999999996,-73.95259200000001
15962,41561140,COTTA,2128738500,"513 COLUMBUS AVENUE, MANHATTAN, 10024",2016-04-23,,,3.5,"[u'italian', u'wine_bars', u'pizza']",512.0,40.7855227,-73.97260859999999
15963,41561100,SOPHIE'S CUBAN CUISINE,2126089900,"96 CHAMBERS STREET, MANHATTAN, 10007",2017-01-03,,C,3.5,[u'cuban'],190.0,40.7147348,-74.0075219
15964,41561097,FLAVORS CAFE,2126689800,"74 BROAD STREET, MANHATTAN, 10004",2016-09-21,A,A,3.5,"[u'sandwiches', u'cafes']",160.0,40.7046091,-74.01158199999998
15965,41561083,LWW BAKERY,7182591681,"6306 18 AVENUE, BROOKLYN, 11204",2017-03-29,Z,B,3.5,[u'bakeries'],4.0,40.6201395,-73.98915629999998
15966,41561032,DOMINO'S,7184013800,"3025 3 AVENUE, BRONX, 10455",2016-04-21,A,A,1.0,"[u'pizza', u'chicken_wings', u'sandwiches']",33.0,40.819833,-73.913589
15967,41561025,CIRCLE LINE XII,9172843261,"0 WEST 42 STREET, MANHATTAN, 10036",2016-06-07,A,A,,,,40.75349689999999,-73.9809061
15968,41561022,99 CENTS FRESH HOT PIZZA,7187973841,"51 WILLOUGHBY STREET, BROOKLYN, 11201",2017-03-16,A,A,3.5,[u'pizza'],18.0,40.692326200000004,-73.9868473
15969,41560911,ANTALIA TURKISH CUISINE,2122213333,"17 WEST   45 STREET, MANHATTAN, 10036",2016-10-07,A,A,3.5,"[u'turkish', u'mediterranean', u'halal']",291.0,40.755998,-73.98031529999999
15970,41560849,CIRCLE LINE MANHATTAN,2126308882,"0 WEST 42 STREET, MANHATTAN, 10036",2016-06-07,A,A,,,,40.75349689999999,-73.9809061
15971,41560843,CIRCLE LINE XVII,2126308882,"0 WEST 42 STREET, MANHATTAN, 10036",2016-06-06,A,A,,,,40.75349689999999,-73.9809061
15972,41560840,CIRCLE LINE XVI,2125633200,"0 WEST 42 STREET, MANHATTAN, 10036",2016-06-06,A,A,,,,40.75349689999999,-73.9809061
15973,41560830,CIRCLE LINE QUEENS,2126308889,"0 WEST 42 STREET, MANHATTAN, 10036",2016-06-07,A,A,,,,40.75349689999999,-73.9809061
15974,41560827,CIRCLE LINE BROOKLYN,9172843261,"0 WEST 42 STREET, MANHATTAN, 10036",2016-06-06,A,A,,,,40.75349689999999,-73.9809061
15975,41560794,JIMBO'S HAMBURGER,3475901288,"515 EAST TREMONT AVENUE, BRONX, 10457",2016-12-30,A,A,,,,40.8469139,-73.89646309999998
15976,41560746,STEP ON TOP TAKE OUT RESTAURANT,3477874043,"2810 AVENUE D, BROOKLYN, 11226",2016-03-23,A,A,5.0,[u'caribbean'],5.0,40.640702000000005,-73.95013
15977,41560744,JOHN'S PIZZERIA AND RESTAURANT,7185231381,"8340 PARSONS BOULEVARD, QUEENS, 11432",2016-11-15,A,A,4.0,"[u'pizza', u'italian']",109.0,40.7147071,-73.80756190000001
15978,41560644,GOODFELLA'S PIZZERIA,7189872422,"1718 HYLAN BOULEVARD, STATEN ISLAND, 10305",2017-01-04,A,A,4.0,"[u'pizza', u'italian']",159.0,40.5867953,-74.09149609999999
15979,41560572,KONDITORI,6463503973,"182 ALLEN STREET, MANHATTAN, 10002",2016-03-28,A,A,4.0,"[u'coffee', u'scandinavian']",120.0,40.7218141,-73.9886586
15980,41560435,BASILIO'S INN RESTAURANT,7187206835,"6 GALESVILLE COURT, STATEN ISLAND, 10305",2017-03-28,A,A,4.0,"[u'italian', u'newamerican']",56.0,40.597755600000006,-74.0631313
15981,41560421,GRASSY POINT BAR & GRILL,7184741688,"1802 CROSSBAY BOULEVARD, QUEENS, 11693",2016-05-12,A,A,3.5,[u'tradamerican'],3.0,40.6001075,-73.820161
15982,41560208,ABAYA THAI CUISINE,2128683399,"318 WEST   36 STREET, MANHATTAN, 10018",2017-03-28,A,A,3.0,[u'thai'],36.0,40.7536157,-73.9936347
15983,41560032,NO. 1 KITCHEN,7187203838,"1250 HYLAN BOULEVARD, STATEN ISLAND, 10305",2016-05-10,A,A,,,,40.59753449999999,-74.08452259999999
15984,41559999,DARKHORSE,2126083900,"17 MURRAY STREET, MANHATTAN, 10007",2016-05-20,A,A,,,,40.7135059,-74.0081948
15985,41559869,LA ABUNDANCIA BAKERY,7182057890,"8116 ROOSEVELT AVENUE, QUEENS, 11372",2016-04-14,A,A,3.0,[u'bakeries'],4.0,40.747606700000006,-73.8842313
15986,41559846,DUNKIN' DONUTS,7184182393,"6122 FRESH POND ROAD, QUEENS, 11379",2016-10-18,A,A,4.0,"[u'donuts', u'coffee']",12.0,40.713815600000004,-73.90150770000001
15987,41559843,DUNKIN' DONUTS,7187623804,"14625 NORTHERN BOULEVARD, QUEENS, 11354",2016-04-28,A,A,3.5,[u'donuts'],18.0,40.7651167,-73.82006630000002
15988,41559805,DUNKIN' DONUTS,3478733086,"640 SOUTH CONDUIT BOULEVARD, BROOKLYN, 11208",2016-10-24,A,A,3.0,"[u'donuts', u'coffee']",2.0,40.675265,-73.865689
15989,41559772,KENNEDY FRIED CHICKEN,3472698264,"2463 CRESTON AVENUE, BRONX, 10468",2016-12-28,A,A,2.0,"[u'chicken_wings', u'burgers', u'sandwiches']",6.0,40.8620407,-73.8987236
15990,41559459,FLOR DE BROADWAY RESTAURANT,2122811556,"3395 BROADWAY, MANHATTAN, 10031",2017-01-06,A,A,3.5,"[u'sandwiches', u'diners', u'caribbean']",66.0,40.82196099999999,-73.954104
15991,41559375,CROWN FRIED CHICKEN,7183287632,"1076 EAST  165 STREET, BRONX, 10459",2016-09-27,B,B,,,,40.825081299999994,-73.89075290000001
15992,41559370,DEUM,9176914855,"7126 ROOSEVELT AVENUE, QUEENS, 11372",2015-11-21,A,A,5.0,[u'bars'],1.0,40.74644600000001,-73.8939518
15993,41559365,DORO'S JAMAICAN RESTAURANT,3472695125,"270 EAST  165 STREET, BRONX, 10456",2017-03-15,A,A,,,,40.82914419999999,-73.9159792
15994,41559345,HEALTHY BLENDZ,3472211342,"2912 GLENWOOD ROAD, BROOKLYN, 11210",2016-08-04,A,A,5.0,"[u'healthmarkets', u'juicebars']",12.0,40.63397399999999,-73.9482514
15995,41559330,LA PALMA RESTAURANT OF FAR ROCKAWAY,7184711223,"1037 BEACH   20 STREET, QUEENS, 11691",2016-09-10,A,A,,,,40.6033212,-73.7532178
15996,41559236,GIANNI'S PIZZA,7184784783,"8113 NORTHERN BOULEVARD, QUEENS, 11372",2016-11-21,A,A,3.0,[u'pizza'],72.0,40.7557575,-73.88575569999998
15997,41559193,SUBWAY,2124067582,"165 CHURCH STREET, MANHATTAN, 10007",2016-08-10,A,A,3.5,"[u'hotdogs', u'sandwiches']",4.0,40.715146600000004,-74.0075402
15998,41559183,LILLIAN PIZZERIA,7185208749,"9601 69 AVENUE, QUEENS, 11375",2016-05-24,A,A,4.5,[u'pizza'],133.0,40.7170456,-73.8523355
15999,41559082,WOODSIDE PIZZA,7185338888,"4406 60 STREET, QUEENS, 11377",2017-01-10,A,A,,,,40.7522561,-73.90160829999998
16000,41559071,JACOBI TOWERS CAFE,7189185120,"1400 PELHAM PARKWAY SOUTH, BRONX, 10461",2016-11-02,A,A,,,,40.8556769,-73.8462363
16001,41558986,CAFE 232,7186381750,"232 TAAFFE PLACE, BROOKLYN, 11205",2016-11-19,A,A,3.5,"[u'korean', u'bars']",132.0,40.6909248,-73.95962929999999
16002,41558982,GOLDEN EAGLE RESTAURANT,7188634028,"97579 MORRIS PARK AVENUE, BRONX, 10462",2017-03-29,A,A,,,,40.8463842,-73.8605747
16003,41558918,ROGER WILLIAMS HOTEL,2124487000,"131 MADISON AVENUE, MANHATTAN, 10016",2016-10-20,A,A,4.5,[u'hotels'],3.0,40.745613299999995,-73.9841399
16004,41558805,BANTER,7185995200,"132 HAVEMEYER STREET, BROOKLYN, 11211",2016-04-08,,,4.0,[u'bars'],85.0,40.7121226,-73.95720969999998
16005,41558768,BCAKENY,3477877199,"702 WASHINGTON AVENUE, BROOKLYN, 11238",2017-03-07,A,A,3.0,[u'bakeries'],57.0,40.676989500000005,-73.9638078
